pid,DTYPE
163044,DEVICE_TYPE_99
163045,DEVICE_TYPE_41
163046,DEVICE_TYPE_9
163047,DEVICE_TYPE_135
163048,DEVICE_TYPE_109
163049,DEVICE_TYPE_23
163050,DEVICE_TYPE_35
163051,DEVICE_TYPE_109
163051,DEVICE_TYPE_135
163052,DEVICE_TYPE_107
163052,DEVICE_TYPE_88
163053,DEVICE_TYPE_109
163054,DEVICE_TYPE_38
163054,DEVICE_TYPE_135
163055,DEVICE_TYPE_146
163056,DEVICE_TYPE_108
163057,DEVICE_TYPE_99
163057,DEVICE_TYPE_88
163058,DEVICE_TYPE_41
163059,DEVICE_TYPE_27
163059,DEVICE_TYPE_88
163060,DEVICE_TYPE_111
163061,DEVICE_TYPE_27
163061,DEVICE_TYPE_88
163062,DEVICE_TYPE_109
163063,DEVICE_TYPE_111
163064,DEVICE_TYPE_109
163064,DEVICE_TYPE_110
163065,DEVICE_TYPE_111
163066,DEVICE_TYPE_146
163067,DEVICE_TYPE_99
163068,DEVICE_TYPE_156
163069,DEVICE_TYPE_135
163070,DEVICE_TYPE_27
163071,DEVICE_TYPE_146
163072,DEVICE_TYPE_34
163073,DEVICE_TYPE_1
163074,DEVICE_TYPE_109
163074,DEVICE_TYPE_111
163075,DEVICE_TYPE_135
163076,DEVICE_TYPE_99
163077,DEVICE_TYPE_135
163078,DEVICE_TYPE_111
163078,DEVICE_TYPE_135
163079,DEVICE_TYPE_47
163080,DEVICE_TYPE_109
163080,DEVICE_TYPE_111
163081,DEVICE_TYPE_38
163082,DEVICE_TYPE_156
163083,DEVICE_TYPE_27
163083,DEVICE_TYPE_88
163084,DEVICE_TYPE_109
163084,DEVICE_TYPE_88
163085,DEVICE_TYPE_41
163085,DEVICE_TYPE_135
163086,DEVICE_TYPE_135
163087,DEVICE_TYPE_135
163088,DEVICE_TYPE_110
163089,DEVICE_TYPE_29
163090,DEVICE_TYPE_111
163091,DEVICE_TYPE_135
163092,DEVICE_TYPE_135
163093,DEVICE_TYPE_135
163094,DEVICE_TYPE_135
163095,DEVICE_TYPE_109
163096,DEVICE_TYPE_1
163097,DEVICE_TYPE_111
163098,DEVICE_TYPE_109
163099,DEVICE_TYPE_1
163100,DEVICE_TYPE_35
163101,DEVICE_TYPE_109
163101,DEVICE_TYPE_111
163102,DEVICE_TYPE_99
163103,DEVICE_TYPE_27
163103,DEVICE_TYPE_88
163104,DEVICE_TYPE_109
163104,DEVICE_TYPE_135
163105,DEVICE_TYPE_109
163106,DEVICE_TYPE_93
163107,DEVICE_TYPE_27
163108,DEVICE_TYPE_135
163109,DEVICE_TYPE_135
163110,DEVICE_TYPE_111
163111,DEVICE_TYPE_38
163112,DEVICE_TYPE_117
163113,DEVICE_TYPE_35
163114,DEVICE_TYPE_135
163115,DEVICE_TYPE_156
163116,DEVICE_TYPE_108
163117,DEVICE_TYPE_1
163118,DEVICE_TYPE_156
163119,DEVICE_TYPE_135
163120,DEVICE_TYPE_27
163121,DEVICE_TYPE_27
163121,DEVICE_TYPE_88
163122,DEVICE_TYPE_109
163123,DEVICE_TYPE_99
163124,DEVICE_TYPE_108
163125,DEVICE_TYPE_108
163126,DEVICE_TYPE_93
163126,DEVICE_TYPE_135
163127,DEVICE_TYPE_102
163128,DEVICE_TYPE_108
163129,DEVICE_TYPE_95
163130,DEVICE_TYPE_111
163131,DEVICE_TYPE_110
163132,DEVICE_TYPE_135
163133,DEVICE_TYPE_34
163134,DEVICE_TYPE_27
163135,DEVICE_TYPE_135
163136,DEVICE_TYPE_111
163137,DEVICE_TYPE_1
163138,DEVICE_TYPE_107
163139,DEVICE_TYPE_109
163139,DEVICE_TYPE_111
163140,DEVICE_TYPE_159
163141,DEVICE_TYPE_135
163142,DEVICE_TYPE_35
163143,DEVICE_TYPE_109
163144,DEVICE_TYPE_27
163145,DEVICE_TYPE_99
163146,DEVICE_TYPE_99
163146,DEVICE_TYPE_88
163147,DEVICE_TYPE_107
163148,DEVICE_TYPE_135
163149,DEVICE_TYPE_156
163150,DEVICE_TYPE_135
163151,DEVICE_TYPE_27
163152,DEVICE_TYPE_111
163153,DEVICE_TYPE_135
163154,DEVICE_TYPE_34
163155,DEVICE_TYPE_34
163156,DEVICE_TYPE_117
163157,DEVICE_TYPE_99
163157,DEVICE_TYPE_135
163158,DEVICE_TYPE_27
163158,DEVICE_TYPE_156
163159,DEVICE_TYPE_99
163160,DEVICE_TYPE_110
163161,DEVICE_TYPE_27
163162,DEVICE_TYPE_27
163162,DEVICE_TYPE_88
163163,DEVICE_TYPE_99
163164,DEVICE_TYPE_27
163164,DEVICE_TYPE_156
163165,DEVICE_TYPE_99
163165,DEVICE_TYPE_135
163166,DEVICE_TYPE_117
163166,DEVICE_TYPE_135
163167,DEVICE_TYPE_103
163168,DEVICE_TYPE_151
163169,DEVICE_TYPE_41
163170,DEVICE_TYPE_23
163171,DEVICE_TYPE_99
163172,DEVICE_TYPE_135
163173,DEVICE_TYPE_109
163174,DEVICE_TYPE_135
163175,DEVICE_TYPE_109
163176,DEVICE_TYPE_135
163177,DEVICE_TYPE_1
163178,DEVICE_TYPE_1
163179,DEVICE_TYPE_135
163180,DEVICE_TYPE_135
163181,DEVICE_TYPE_41
163182,DEVICE_TYPE_108
163183,DEVICE_TYPE_135
163184,DEVICE_TYPE_93
163184,DEVICE_TYPE_135
163185,DEVICE_TYPE_109
163186,DEVICE_TYPE_107
163187,DEVICE_TYPE_111
163188,DEVICE_TYPE_111
163189,DEVICE_TYPE_135
163190,DEVICE_TYPE_121
163190,DEVICE_TYPE_135
163191,DEVICE_TYPE_135
163192,DEVICE_TYPE_99
163193,DEVICE_TYPE_1
163194,DEVICE_TYPE_135
163195,DEVICE_TYPE_1
163196,DEVICE_TYPE_99
163197,DEVICE_TYPE_156
163197,DEVICE_TYPE_135
163198,DEVICE_TYPE_99
163199,DEVICE_TYPE_152
163200,DEVICE_TYPE_41
163201,DEVICE_TYPE_156
163202,DEVICE_TYPE_109
163202,DEVICE_TYPE_135
163203,DEVICE_TYPE_117
163204,DEVICE_TYPE_41
163204,DEVICE_TYPE_88
163205,DEVICE_TYPE_111
163206,DEVICE_TYPE_108
163207,DEVICE_TYPE_146
163208,DEVICE_TYPE_156
163209,DEVICE_TYPE_27
163210,DEVICE_TYPE_107
163211,DEVICE_TYPE_117
163212,DEVICE_TYPE_111
163212,DEVICE_TYPE_135
163213,DEVICE_TYPE_93
163213,DEVICE_TYPE_135
163214,DEVICE_TYPE_38
163215,DEVICE_TYPE_102
163216,DEVICE_TYPE_103
163217,DEVICE_TYPE_135
163218,DEVICE_TYPE_156
163219,DEVICE_TYPE_99
163219,DEVICE_TYPE_88
163220,DEVICE_TYPE_135
163221,DEVICE_TYPE_99
163222,DEVICE_TYPE_27
163223,DEVICE_TYPE_111
163224,DEVICE_TYPE_38
163225,DEVICE_TYPE_135
163226,DEVICE_TYPE_156
163227,DEVICE_TYPE_135
163228,DEVICE_TYPE_111
163228,DEVICE_TYPE_135
163229,DEVICE_TYPE_41
163230,DEVICE_TYPE_109
163230,DEVICE_TYPE_135
163231,DEVICE_TYPE_110
163232,DEVICE_TYPE_38
163233,DEVICE_TYPE_111
163234,DEVICE_TYPE_111
163235,DEVICE_TYPE_135
163236,DEVICE_TYPE_98
163237,DEVICE_TYPE_27
163238,DEVICE_TYPE_35
163239,DEVICE_TYPE_99
163240,DEVICE_TYPE_135
163241,DEVICE_TYPE_135
163242,DEVICE_TYPE_135
163243,DEVICE_TYPE_109
163244,DEVICE_TYPE_156
163245,DEVICE_TYPE_156
163246,DEVICE_TYPE_159
163247,DEVICE_TYPE_38
163248,DEVICE_TYPE_111
163248,DEVICE_TYPE_135
163249,DEVICE_TYPE_99
163249,DEVICE_TYPE_135
163250,DEVICE_TYPE_109
163251,DEVICE_TYPE_135
163252,DEVICE_TYPE_111
163253,DEVICE_TYPE_38
163254,DEVICE_TYPE_151
163255,DEVICE_TYPE_107
163256,DEVICE_TYPE_27
163257,DEVICE_TYPE_135
163258,DEVICE_TYPE_135
163259,DEVICE_TYPE_1
163260,DEVICE_TYPE_1
163261,DEVICE_TYPE_135
163262,DEVICE_TYPE_38
163262,DEVICE_TYPE_88
163263,DEVICE_TYPE_27
163264,DEVICE_TYPE_135
163265,DEVICE_TYPE_111
163266,DEVICE_TYPE_99
163266,DEVICE_TYPE_88
163266,DEVICE_TYPE_135
163267,DEVICE_TYPE_135
163268,DEVICE_TYPE_93
163268,DEVICE_TYPE_135
163269,DEVICE_TYPE_99
163269,DEVICE_TYPE_88
163269,DEVICE_TYPE_135
163270,DEVICE_TYPE_38
163270,DEVICE_TYPE_135
163271,DEVICE_TYPE_108
163272,DEVICE_TYPE_108
163273,DEVICE_TYPE_153
163274,DEVICE_TYPE_35
163275,DEVICE_TYPE_109
163276,DEVICE_TYPE_111
163277,DEVICE_TYPE_135
163278,DEVICE_TYPE_27
163278,DEVICE_TYPE_135
163279,DEVICE_TYPE_111
163279,DEVICE_TYPE_135
163280,DEVICE_TYPE_156
163281,DEVICE_TYPE_156
163282,DEVICE_TYPE_41
163282,DEVICE_TYPE_88
163283,DEVICE_TYPE_99
163284,DEVICE_TYPE_99
163285,DEVICE_TYPE_108
163286,DEVICE_TYPE_99
163286,DEVICE_TYPE_88
163287,DEVICE_TYPE_111
163287,DEVICE_TYPE_135
163288,DEVICE_TYPE_135
163289,DEVICE_TYPE_107
163290,DEVICE_TYPE_103
163291,DEVICE_TYPE_135
163292,DEVICE_TYPE_117
163293,DEVICE_TYPE_109
163293,DEVICE_TYPE_88
163294,DEVICE_TYPE_34
163295,DEVICE_TYPE_111
163296,DEVICE_TYPE_99
163297,DEVICE_TYPE_99
163298,DEVICE_TYPE_156
163299,DEVICE_TYPE_135
163300,DEVICE_TYPE_110
163301,DEVICE_TYPE_1
163302,DEVICE_TYPE_111
163303,DEVICE_TYPE_38
163303,DEVICE_TYPE_88
163304,DEVICE_TYPE_117
163305,DEVICE_TYPE_38
163305,DEVICE_TYPE_135
163306,DEVICE_TYPE_110
163307,DEVICE_TYPE_41
163307,DEVICE_TYPE_88
163308,DEVICE_TYPE_99
163308,DEVICE_TYPE_135
163309,DEVICE_TYPE_109
163310,DEVICE_TYPE_98
163311,DEVICE_TYPE_99
163312,DEVICE_TYPE_99
163313,DEVICE_TYPE_35
163314,DEVICE_TYPE_156
163315,DEVICE_TYPE_102
163316,DEVICE_TYPE_1
163317,DEVICE_TYPE_135
163318,DEVICE_TYPE_135
163319,DEVICE_TYPE_41
163319,DEVICE_TYPE_88
163320,DEVICE_TYPE_93
163321,DEVICE_TYPE_38
163322,DEVICE_TYPE_99
163323,DEVICE_TYPE_135
163324,DEVICE_TYPE_34
163325,DEVICE_TYPE_111
163326,DEVICE_TYPE_99
163326,DEVICE_TYPE_135
163327,DEVICE_TYPE_156
163328,DEVICE_TYPE_95
163329,DEVICE_TYPE_109
163330,DEVICE_TYPE_38
163330,DEVICE_TYPE_88
163331,DEVICE_TYPE_135
163332,DEVICE_TYPE_99
163333,DEVICE_TYPE_41
163333,DEVICE_TYPE_53
163334,DEVICE_TYPE_38
163335,DEVICE_TYPE_108
163335,DEVICE_TYPE_135
163336,DEVICE_TYPE_38
163337,DEVICE_TYPE_111
163338,DEVICE_TYPE_99
163339,DEVICE_TYPE_93
163340,DEVICE_TYPE_27
163341,DEVICE_TYPE_107
163342,DEVICE_TYPE_1
163343,DEVICE_TYPE_156
163343,DEVICE_TYPE_109
163344,DEVICE_TYPE_34
163345,DEVICE_TYPE_41
163345,DEVICE_TYPE_88
163346,DEVICE_TYPE_98
163347,DEVICE_TYPE_135
163348,DEVICE_TYPE_135
163349,DEVICE_TYPE_111
163350,DEVICE_TYPE_99
163350,DEVICE_TYPE_88
163351,DEVICE_TYPE_135
163352,DEVICE_TYPE_109
163353,DEVICE_TYPE_146
163354,DEVICE_TYPE_146
163355,DEVICE_TYPE_146
163356,DEVICE_TYPE_146
163357,DEVICE_TYPE_146
163358,DEVICE_TYPE_146
163359,DEVICE_TYPE_146
163360,DEVICE_TYPE_146
163361,DEVICE_TYPE_146
163362,DEVICE_TYPE_146
163363,DEVICE_TYPE_146
163364,DEVICE_TYPE_146
163365,DEVICE_TYPE_146
163366,DEVICE_TYPE_146
163367,DEVICE_TYPE_146
163368,DEVICE_TYPE_146
163369,DEVICE_TYPE_146
163370,DEVICE_TYPE_146
163371,DEVICE_TYPE_146
163372,DEVICE_TYPE_116
163373,DEVICE_TYPE_146
163374,DEVICE_TYPE_146
163375,DEVICE_TYPE_146
163376,DEVICE_TYPE_146
163377,DEVICE_TYPE_111
163378,DEVICE_TYPE_99
163379,DEVICE_TYPE_156
163379,DEVICE_TYPE_111
163379,DEVICE_TYPE_135
163380,DEVICE_TYPE_38
163380,DEVICE_TYPE_88
163381,DEVICE_TYPE_98
163382,DEVICE_TYPE_41
163382,DEVICE_TYPE_88
163383,DEVICE_TYPE_27
163383,DEVICE_TYPE_88
163384,DEVICE_TYPE_109
163384,DEVICE_TYPE_135
163385,DEVICE_TYPE_156
163385,DEVICE_TYPE_135
163386,DEVICE_TYPE_99
163387,DEVICE_TYPE_99
163387,DEVICE_TYPE_135
163388,DEVICE_TYPE_146
163389,DEVICE_TYPE_1
163390,DEVICE_TYPE_1
163391,DEVICE_TYPE_109
163392,DEVICE_TYPE_111
163393,DEVICE_TYPE_109
163394,DEVICE_TYPE_93
163394,DEVICE_TYPE_88
163395,DEVICE_TYPE_41
163395,DEVICE_TYPE_88
163396,DEVICE_TYPE_98
163397,DEVICE_TYPE_99
163398,DEVICE_TYPE_102
163399,DEVICE_TYPE_111
163400,DEVICE_TYPE_27
163401,DEVICE_TYPE_102
163402,DEVICE_TYPE_1
163403,DEVICE_TYPE_111
163404,DEVICE_TYPE_116
163405,DEVICE_TYPE_111
163405,DEVICE_TYPE_88
163406,DEVICE_TYPE_103
163407,DEVICE_TYPE_99
163408,DEVICE_TYPE_34
163409,DEVICE_TYPE_107
163410,DEVICE_TYPE_34
163411,DEVICE_TYPE_34
163412,DEVICE_TYPE_93
163413,DEVICE_TYPE_103
163414,DEVICE_TYPE_109
163415,DEVICE_TYPE_93
163415,DEVICE_TYPE_88
163415,DEVICE_TYPE_135
163416,DEVICE_TYPE_38
163417,DEVICE_TYPE_103
163418,DEVICE_TYPE_93
163419,DEVICE_TYPE_103
163420,DEVICE_TYPE_109
163420,DEVICE_TYPE_111
163421,DEVICE_TYPE_103
163422,DEVICE_TYPE_135
163423,DEVICE_TYPE_111
163424,DEVICE_TYPE_27
163425,DEVICE_TYPE_109
163426,DEVICE_TYPE_99
163427,DEVICE_TYPE_135
163428,DEVICE_TYPE_1
163429,DEVICE_TYPE_99
163430,DEVICE_TYPE_34
163431,DEVICE_TYPE_109
163432,DEVICE_TYPE_103
163433,DEVICE_TYPE_27
163434,DEVICE_TYPE_34
163435,DEVICE_TYPE_34
163436,DEVICE_TYPE_109
163437,DEVICE_TYPE_1
163437,DEVICE_TYPE_117
163438,DEVICE_TYPE_135
163439,DEVICE_TYPE_38
163440,DEVICE_TYPE_103
163441,DEVICE_TYPE_103
163442,DEVICE_TYPE_135
163443,DEVICE_TYPE_99
163444,DEVICE_TYPE_111
163445,DEVICE_TYPE_156
163446,DEVICE_TYPE_135
163447,DEVICE_TYPE_109
163448,DEVICE_TYPE_93
163448,DEVICE_TYPE_88
163449,DEVICE_TYPE_98
163450,DEVICE_TYPE_93
163451,DEVICE_TYPE_99
163452,DEVICE_TYPE_1
163453,DEVICE_TYPE_27
163454,DEVICE_TYPE_159
163455,DEVICE_TYPE_107
163456,DEVICE_TYPE_110
163457,DEVICE_TYPE_41
163458,DEVICE_TYPE_135
163459,DEVICE_TYPE_102
163460,DEVICE_TYPE_38
163460,DEVICE_TYPE_88
163461,DEVICE_TYPE_110
163462,DEVICE_TYPE_102
163463,DEVICE_TYPE_99
163464,DEVICE_TYPE_109
163465,DEVICE_TYPE_109
163466,DEVICE_TYPE_99
163467,DEVICE_TYPE_156
163468,DEVICE_TYPE_156
163469,DEVICE_TYPE_111
163470,DEVICE_TYPE_27
163471,DEVICE_TYPE_43
163472,DEVICE_TYPE_135
163473,DEVICE_TYPE_108
163473,DEVICE_TYPE_135
163474,DEVICE_TYPE_1
163475,DEVICE_TYPE_109
163476,DEVICE_TYPE_99
163477,DEVICE_TYPE_27
163478,DEVICE_TYPE_38
163478,DEVICE_TYPE_88
163479,DEVICE_TYPE_108
163480,DEVICE_TYPE_109
163481,DEVICE_TYPE_148
163482,DEVICE_TYPE_111
163483,DEVICE_TYPE_93
163484,DEVICE_TYPE_99
163485,DEVICE_TYPE_1
163486,DEVICE_TYPE_7
163487,DEVICE_TYPE_109
163488,DEVICE_TYPE_116
163489,DEVICE_TYPE_135
163490,DEVICE_TYPE_98
163491,DEVICE_TYPE_110
163492,DEVICE_TYPE_108
163493,DEVICE_TYPE_93
163494,DEVICE_TYPE_93
163495,DEVICE_TYPE_108
163496,DEVICE_TYPE_111
163496,DEVICE_TYPE_88
163497,DEVICE_TYPE_99
163498,DEVICE_TYPE_135
163499,DEVICE_TYPE_109
163499,DEVICE_TYPE_88
163500,DEVICE_TYPE_146
163501,DEVICE_TYPE_109
163502,DEVICE_TYPE_37
163502,DEVICE_TYPE_135
163503,DEVICE_TYPE_110
163504,DEVICE_TYPE_135
163505,DEVICE_TYPE_135
163506,DEVICE_TYPE_107
163507,DEVICE_TYPE_107
163508,DEVICE_TYPE_156
163509,DEVICE_TYPE_111
163510,DEVICE_TYPE_1
163511,DEVICE_TYPE_107
163512,DEVICE_TYPE_108
163513,DEVICE_TYPE_146
163514,DEVICE_TYPE_1
163515,DEVICE_TYPE_109
163515,DEVICE_TYPE_111
163516,DEVICE_TYPE_99
163517,DEVICE_TYPE_110
163518,DEVICE_TYPE_93
163519,DEVICE_TYPE_109
163520,DEVICE_TYPE_99
163521,DEVICE_TYPE_34
163522,DEVICE_TYPE_109
163522,DEVICE_TYPE_135
163523,DEVICE_TYPE_135
163524,DEVICE_TYPE_110
163525,DEVICE_TYPE_38
163526,DEVICE_TYPE_27
163526,DEVICE_TYPE_111
163527,DEVICE_TYPE_135
163528,DEVICE_TYPE_159
163529,DEVICE_TYPE_135
163530,DEVICE_TYPE_14
163530,DEVICE_TYPE_88
163531,DEVICE_TYPE_93
163532,DEVICE_TYPE_99
163533,DEVICE_TYPE_99
163534,DEVICE_TYPE_98
163535,DEVICE_TYPE_99
163536,DEVICE_TYPE_99
163537,DEVICE_TYPE_27
163538,DEVICE_TYPE_156
163539,DEVICE_TYPE_111
163540,DEVICE_TYPE_116
163541,DEVICE_TYPE_135
163542,DEVICE_TYPE_135
163543,DEVICE_TYPE_117
163544,DEVICE_TYPE_156
163545,DEVICE_TYPE_99
163546,DEVICE_TYPE_1
163547,DEVICE_TYPE_135
163548,DEVICE_TYPE_1
163549,DEVICE_TYPE_135
163550,DEVICE_TYPE_98
163551,DEVICE_TYPE_108
163552,DEVICE_TYPE_41
163553,DEVICE_TYPE_102
163554,DEVICE_TYPE_108
163555,DEVICE_TYPE_135
163556,DEVICE_TYPE_43
163557,DEVICE_TYPE_99
163557,DEVICE_TYPE_135
163558,DEVICE_TYPE_107
163559,DEVICE_TYPE_135
163560,DEVICE_TYPE_107
163561,DEVICE_TYPE_1
163562,DEVICE_TYPE_135
163563,DEVICE_TYPE_135
163564,DEVICE_TYPE_109
163565,DEVICE_TYPE_156
163566,DEVICE_TYPE_135
163567,DEVICE_TYPE_99
163568,DEVICE_TYPE_27
163569,DEVICE_TYPE_135
163570,DEVICE_TYPE_108
163571,DEVICE_TYPE_38
163572,DEVICE_TYPE_111
163573,DEVICE_TYPE_27
163573,DEVICE_TYPE_109
163574,DEVICE_TYPE_111
163575,DEVICE_TYPE_135
163576,DEVICE_TYPE_111
163577,DEVICE_TYPE_98
163577,DEVICE_TYPE_99
163578,DEVICE_TYPE_103
163578,DEVICE_TYPE_135
163579,DEVICE_TYPE_151
163580,DEVICE_TYPE_135
163581,DEVICE_TYPE_27
163582,DEVICE_TYPE_135
163583,DEVICE_TYPE_135
163584,DEVICE_TYPE_108
163585,DEVICE_TYPE_41
163586,DEVICE_TYPE_38
163587,DEVICE_TYPE_135
163588,DEVICE_TYPE_151
163589,DEVICE_TYPE_99
163590,DEVICE_TYPE_12
163591,DEVICE_TYPE_111
163591,DEVICE_TYPE_88
163592,DEVICE_TYPE_38
163593,DEVICE_TYPE_1
163594,DEVICE_TYPE_156
163594,DEVICE_TYPE_88
163595,DEVICE_TYPE_109
163596,DEVICE_TYPE_27
163597,DEVICE_TYPE_135
163598,DEVICE_TYPE_23
163599,DEVICE_TYPE_156
163600,DEVICE_TYPE_38
163600,DEVICE_TYPE_135
163601,DEVICE_TYPE_1
163602,DEVICE_TYPE_1
163603,DEVICE_TYPE_27
163604,DEVICE_TYPE_1
163605,DEVICE_TYPE_156
163606,DEVICE_TYPE_111
163606,DEVICE_TYPE_135
163607,DEVICE_TYPE_109
163607,DEVICE_TYPE_88
163608,DEVICE_TYPE_108
163609,DEVICE_TYPE_98
163610,DEVICE_TYPE_99
163611,DEVICE_TYPE_111
163612,DEVICE_TYPE_27
163613,DEVICE_TYPE_107
163614,DEVICE_TYPE_35
163615,DEVICE_TYPE_146
163616,DEVICE_TYPE_135
163617,DEVICE_TYPE_108
163618,DEVICE_TYPE_1
163619,DEVICE_TYPE_27
163620,DEVICE_TYPE_1
163621,DEVICE_TYPE_116
163622,DEVICE_TYPE_1
163623,DEVICE_TYPE_27
163624,DEVICE_TYPE_66
163624,DEVICE_TYPE_98
163625,DEVICE_TYPE_117
163626,DEVICE_TYPE_109
163626,DEVICE_TYPE_111
163627,DEVICE_TYPE_1
163628,DEVICE_TYPE_98
163629,DEVICE_TYPE_135
163630,DEVICE_TYPE_151
163631,DEVICE_TYPE_27
163632,DEVICE_TYPE_110
163632,DEVICE_TYPE_111
163633,DEVICE_TYPE_156
163634,DEVICE_TYPE_156
163634,DEVICE_TYPE_111
163635,DEVICE_TYPE_99
163636,DEVICE_TYPE_99
163637,DEVICE_TYPE_135
163638,DEVICE_TYPE_40
163639,DEVICE_TYPE_1
163640,DEVICE_TYPE_156
163641,DEVICE_TYPE_1
163642,DEVICE_TYPE_98
163643,DEVICE_TYPE_111
163644,DEVICE_TYPE_34
163645,DEVICE_TYPE_99
163646,DEVICE_TYPE_34
163647,DEVICE_TYPE_38
163647,DEVICE_TYPE_53
163648,DEVICE_TYPE_111
163649,DEVICE_TYPE_99
163650,DEVICE_TYPE_135
163651,DEVICE_TYPE_99
163652,DEVICE_TYPE_34
163653,DEVICE_TYPE_27
163654,DEVICE_TYPE_111
163655,DEVICE_TYPE_111
163655,DEVICE_TYPE_135
163656,DEVICE_TYPE_34
163657,DEVICE_TYPE_111
163658,DEVICE_TYPE_108
163659,DEVICE_TYPE_135
163660,DEVICE_TYPE_26
163661,DEVICE_TYPE_93
163662,DEVICE_TYPE_38
163662,DEVICE_TYPE_40
163662,DEVICE_TYPE_88
163663,DEVICE_TYPE_99
163664,DEVICE_TYPE_111
163665,DEVICE_TYPE_109
163665,DEVICE_TYPE_111
163666,DEVICE_TYPE_38
163667,DEVICE_TYPE_111
163667,DEVICE_TYPE_88
163668,DEVICE_TYPE_99
163669,DEVICE_TYPE_135
163670,DEVICE_TYPE_27
163670,DEVICE_TYPE_156
163671,DEVICE_TYPE_32
163671,DEVICE_TYPE_135
163672,DEVICE_TYPE_1
163673,DEVICE_TYPE_34
163674,DEVICE_TYPE_111
163674,DEVICE_TYPE_88
163675,DEVICE_TYPE_99
163676,DEVICE_TYPE_99
163677,DEVICE_TYPE_111
163678,DEVICE_TYPE_98
163679,DEVICE_TYPE_111
163679,DEVICE_TYPE_88
163680,DEVICE_TYPE_99
163681,DEVICE_TYPE_99
163682,DEVICE_TYPE_135
163683,DEVICE_TYPE_34
163684,DEVICE_TYPE_109
163684,DEVICE_TYPE_135
163685,DEVICE_TYPE_1
163686,DEVICE_TYPE_156
163687,DEVICE_TYPE_27
163688,DEVICE_TYPE_111
163689,DEVICE_TYPE_135
163690,DEVICE_TYPE_1
163691,DEVICE_TYPE_1
163692,DEVICE_TYPE_111
163693,DEVICE_TYPE_37
163694,DEVICE_TYPE_109
163694,DEVICE_TYPE_88
163695,DEVICE_TYPE_111
163696,DEVICE_TYPE_135
163697,DEVICE_TYPE_111
163697,DEVICE_TYPE_135
163698,DEVICE_TYPE_93
163699,DEVICE_TYPE_109
163700,DEVICE_TYPE_1
163701,DEVICE_TYPE_107
163702,DEVICE_TYPE_99
163703,DEVICE_TYPE_41
163703,DEVICE_TYPE_135
163704,DEVICE_TYPE_109
163704,DEVICE_TYPE_135
163705,DEVICE_TYPE_108
163706,DEVICE_TYPE_109
163707,DEVICE_TYPE_1
163708,DEVICE_TYPE_156
163709,DEVICE_TYPE_109
163710,DEVICE_TYPE_111
163711,DEVICE_TYPE_1
163712,DEVICE_TYPE_116
163713,DEVICE_TYPE_111
163714,DEVICE_TYPE_1
163715,DEVICE_TYPE_156
163715,DEVICE_TYPE_111
163715,DEVICE_TYPE_135
163716,DEVICE_TYPE_35
163717,DEVICE_TYPE_147
163718,DEVICE_TYPE_1
163719,DEVICE_TYPE_109
163719,DEVICE_TYPE_135
163720,DEVICE_TYPE_109
163721,DEVICE_TYPE_99
163722,DEVICE_TYPE_41
163722,DEVICE_TYPE_135
163723,DEVICE_TYPE_135
163724,DEVICE_TYPE_107
163725,DEVICE_TYPE_135
163726,DEVICE_TYPE_35
163727,DEVICE_TYPE_135
163728,DEVICE_TYPE_151
163729,DEVICE_TYPE_135
163730,DEVICE_TYPE_111
163731,DEVICE_TYPE_109
163732,DEVICE_TYPE_1
163733,DEVICE_TYPE_53
163734,DEVICE_TYPE_1
163735,DEVICE_TYPE_1
163736,DEVICE_TYPE_1
163737,DEVICE_TYPE_1
163738,DEVICE_TYPE_159
163739,DEVICE_TYPE_109
163739,DEVICE_TYPE_88
163740,DEVICE_TYPE_151
163741,DEVICE_TYPE_38
163742,DEVICE_TYPE_147
163743,DEVICE_TYPE_1
163744,DEVICE_TYPE_109
163744,DEVICE_TYPE_135
163745,DEVICE_TYPE_135
163746,DEVICE_TYPE_109
163747,DEVICE_TYPE_111
163748,DEVICE_TYPE_23
163749,DEVICE_TYPE_156
163750,DEVICE_TYPE_27
163751,DEVICE_TYPE_116
163752,DEVICE_TYPE_1
163753,DEVICE_TYPE_111
163754,DEVICE_TYPE_111
163754,DEVICE_TYPE_135
163755,DEVICE_TYPE_113
163756,DEVICE_TYPE_74
163757,DEVICE_TYPE_110
163758,DEVICE_TYPE_135
163759,DEVICE_TYPE_99
163760,DEVICE_TYPE_1
163761,DEVICE_TYPE_109
163761,DEVICE_TYPE_135
163762,DEVICE_TYPE_95
163762,DEVICE_TYPE_93
163763,DEVICE_TYPE_38
163764,DEVICE_TYPE_93
163765,DEVICE_TYPE_108
163766,DEVICE_TYPE_98
163767,DEVICE_TYPE_159
163768,DEVICE_TYPE_135
163769,DEVICE_TYPE_34
163770,DEVICE_TYPE_135
163771,DEVICE_TYPE_108
163772,DEVICE_TYPE_135
163773,DEVICE_TYPE_156
163774,DEVICE_TYPE_99
163775,DEVICE_TYPE_38
163776,DEVICE_TYPE_98
163777,DEVICE_TYPE_109
163778,DEVICE_TYPE_99
163779,DEVICE_TYPE_156
163779,DEVICE_TYPE_88
163780,DEVICE_TYPE_35
163781,DEVICE_TYPE_156
163782,DEVICE_TYPE_135
163783,DEVICE_TYPE_135
163784,DEVICE_TYPE_12
163785,DEVICE_TYPE_34
163786,DEVICE_TYPE_135
163787,DEVICE_TYPE_27
163788,DEVICE_TYPE_135
163789,DEVICE_TYPE_99
163790,DEVICE_TYPE_107
